"Symbol","Security.Name","Data","Cap","Float"
"GECC","Great Elm Capital Corp. - Common Stock","Y",79.93,NA
"GECCN","Great Elm Capital Corp. - Notes","Y",NA,NA
"GENC","Gencor Industries Inc. - Common Stock","Y",188.78,10.37
"GENE","Genetic Technologies Ltd - American Depositary Shares representing 600 ordinary shares","Y",65.76,14.9
"GEOS","Geospace Technologies Corporation - Common Stock","Y",115.06,12.96
"GERN","Geron Corporation - Common Stock","Y",458.09,296.5
"GEVO","Gevo, Inc. - Common Stock","Y",1240,188.43
"GFED","Guaranty Federal Bancshares, Inc. - Common Stock","Y",111.82,2.96
"GFN","General Finance Corporation - Common Stock","Y",368.21,13.61
"GFNCP","General Finance Corporation - Cumulative Redeemable Perpetual Preferred Series C","Y",NA,NA
"GFNSL","General Finance Corporation - Senior Notes due 2021","Y",NA,NA
"GGAL","Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying","Y",1370,85.24
"GH","Guardant Health, Inc. - Common Stock","Y",15430,94.16
"GHIV","Gores Holdings IV, Inc. - Class A Common Stock","Y",NA,NA
"GHSI","Guardion Health Sciences, Inc. - Common Stock","Y",36.98,22.84
"GIFI","Gulf Island Fabrication, Inc. - Common Stock","Y",61.74,13.26
"GIGM","GigaMedia Limited - Ordinary Shares","Y",33.09,6.23
"GIII","G-III Apparel Group, LTD. - Common Stock","Y",1470,43.12
"GILD","Gilead Sciences, Inc. - Common Stock","Y",81670,1250
"GILT","Gilat Satellite Networks Ltd. - Ordinary Shares","Y",535.91,29.63
"GLAD","Gladstone Capital Corporation - Common Stock","Y",352.2,NA
"GLADD","Gladstone Capital Corporation - 6.125% Notes due 2023","Y",NA,NA
"GLADL","Gladstone Capital Corporation - 5.375% Notes due 2024","Y",NA,NA
"GLBS","Globus Maritime Limited - Common Stock","Y",44.05,5.57
"GLBZ","Glen Burnie Bancorp - Common Stock","Y",31.75,2.14
"GLDD","Great Lakes Dredge & Dock Corporation - Common Stock","Y",975.11,63.41
"GLDI","Credit Suisse Gold Shares Covered Call Exchange Traded Notes","Y",NA,NA
"GLG","TD Holdings, Inc. - Common Stock","Y",131.35,50.76
"GLIBA","GCI Liberty, Inc. - Class A Common Stock","Y",NA,NA
"GLIBP","GCI Liberty, Inc. - Series A Cumulative Redeemable Preferred Stock","Y",NA,NA
"GLMD","Galmed Pharmaceuticals Ltd. - Ordinary Shares","Y",82.39,17.77
"GLNG","Golar LNG Limited - Common Shares","Y",1140,93.81
"GLPG","Galapagos NV - American Depositary Shares","Y",5160,43.1
"GLPI","Gaming and Leisure Properties, Inc. - Common Stock","Y",10340,218.37
"GLRE","Greenlight Reinsurance, Ltd. - Class A Ordinary Shares","Y",314.15,25.62
"GLSI","Greenwich LifeSciences, Inc. - Common stock","Y",414.34,2.54
"GLUU","Glu Mobile Inc. - Common Stock","Y",2200,148.02
"GLYC","GlycoMimetics, Inc. - Common Stock","Y",124.34,46.6
"GMAB","Genmab A/S - American Depositary Shares","Y",23270,647.02
"GMBL","Esports Entertainment Group Inc. - Common Stock","Y",188.09,7.33
"GMDA","Gamida Cell Ltd. - Ordinary Shares","Y",438.45,41.1
"GMHI","Gores Metropoulos, Inc. - Class A Common Stock","Y",NA,NA
"GMLP","Golar LNG Partners LP - Common Units Representing Limited Partnership","Y",246.02,47.97
"GMLPP","Golar LNG Partners LP - 8.75% Series A Cumulative Redeemable Preferred Units","Y",NA,NA
"GNCA","Genocea Biosciences, Inc. - Common Stock","Y",117.45,48.03
"GNFT","GENFIT S.A. - American Depositary Shares","Y",181.16,37.36
"GNLN","Greenlane Holdings, Inc. - Class A Common Stock","Y",82.51,12.95
"GNMK","GenMark Diagnostics, Inc. - Common Stock","Y",1770,68.45
"GNPX","Genprex, Inc. - Common Stock","Y",166.59,33.71
"GNRS","Greenrose Acquisition Corp. - Common Stock","Y",218.32,2.84
"GNSS","Genasys Inc. - Common Stock","Y",237.55,32.92
"GNTX","Gentex Corporation - Common Stock","Y",8660,NA
"GNTY","Guaranty Bancshares, Inc. - Common Stock","Y",471.08,9.38
"GNUS","Genius Brands International, Inc. - Common Stock","Y",471.59,278.74
"GO","Grocery Outlet Holding Corp. - Common Stock","Y",3580,85.35
"GOCO","GoHealth, Inc. - Class A Common Stock","Y",3790,43.4
"GOGL","Golden Ocean Group Limited - Common Stock","Y",1520,91.47
"GOGO","Gogo Inc. - Common Stock","Y",1150,40.55
"GOOD","Gladstone Commercial Corporation - Real Estate Investment Trust","Y",808.12,32.93
"GOODM","Gladstone Commercial Corporation - Series D Cumulative Redeemable Preferred Stock","Y",NA,NA
"GOODN","Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock","Y",NA,NA
"GOOG","Alphabet Inc. - Class C Capital Stock","Y",1580520,607.3
"GOOGL","Alphabet Inc. - Class A Common Stock","Y",1549050,608.21
"GOSS","Gossamer Bio, Inc. - Common Stock","Y",658.97,67.54
"GOVX","GeoVax Labs, Inc. - Common Stock","Y",28.47,6.06
"GP","GreenPower Motor Company Inc. - Common Shares","Y",373.6,14.27
"GPOR","Gulfport Energy Corporation - Common Stock","Y",NA,NA
"GPP","Green Plains Partners LP - Common Units","Y",284.17,11.41
"GPRE","Green Plains, Inc. - Common Stock","Y",1090,33.69
"GPRO","GoPro, Inc. - Class A Common Stock","Y",1690,121.1
"GRAY","Graybug Vision, Inc. - Common Stock","Y",103.29,19.84
"GRBK","Green Brick Partners, Inc. - Common Stock","Y",1270,48.17
"GRCY","Greencity Acquisition Corporation - Ordinary Shares","Y",NA,NA
"GRFS","Grifols, S.A. - American Depositary Shares","Y",12560,NA
"GRIF","Griffin Industrial Realty, Inc. - Common Stock","Y",NA,NA
"GRIL","Muscle Maker, Inc - Common Stock","Y",17.5,11.21
"GRIN","Grindrod Shipping Holdings Ltd. - Ordinary Shares","Y",143.37,12.58
"GRMN","Garmin Ltd. - Common Stock","Y",26530,149.86
"GRNQ","Greenpro Capital Corp. - Common Stock","Y",124.03,16.65
"GRNV","GreenVision Acquisition Corp - Common Stock","Y",73.09,2.83
"GROW","U.S. Global Investors, Inc. - Class A Common Stock","Y",120.78,12.39
"GRPN","Groupon, Inc. - Common Stock","Y",1460,22.55
"GRSV","Gores Holdings V, Inc. - Common stock","Y",658.82,39.38
"GRTS","Gritstone Oncology, Inc. - Common Stock","Y",440.23,37.75
"GRTX","Galera Therapeutics, Inc. - Common Stock","Y",170.71,21.96
"GRVY","GRAVITY Co., Ltd. - American depositary shares, each representing one common share.","Y",854.35,2.83
"GRWG","GrowGeneration Corp. - Common Stock","Y",2630,41.89
"GSBC","Great Southern Bancorp, Inc. - Common Stock","Y",769.02,10.64
"GSHD","Goosehead Insurance, Inc. - Class A Common Stock","Y",3860,16.76
"GSIT","GSI Technology, Inc. - Common Stock","Y",154.72,16.17
"GSKY","GreenSky, Inc. - Common Stock","Y",1070,67.08
"GSM","Ferroglobe PLC - Ordinary Shares","Y",587.8,71.41
"GSMG","Glory Star New Media Group Holdings Limited - Ordinary Share","Y",260.74,19.45
"GSUM","Gridsum Holding Inc. - American Depositary Shares","Y",NA,NA
"GT","The Goodyear Tire & Rubber Company - Common Stock","Y",4220,232.51
"GTEC","Greenland Technologies Holding Corporation - Ordinary Shares","Y",92.75,1.34
"GTH","Genetron Holdings Limited - American Depositary Shares","Y",1730,3.2
"GTHX","G1 Therapeutics, Inc. - Common Stock","Y",1020,33.81
"GTIM","Good Times Restaurants Inc. - Common Stock","Y",57.6,9.14
"GTLS","Chart Industries, Inc. - Common Stock","Y",4920,36.21
"GTYH","GTY Technology Holdings, Inc. - Common Stock","Y",322.11,50.79
"GURE","Gulf Resources, Inc. - Common Stock","Y",51.32,6.42
"GVP","GSE Systems, Inc. - Common Stock","Y",27,16.41
"GWGH","GWG Holdings, Inc - Common Stock","Y",226.39,3.18
"GWPH","GW Pharmaceuticals Plc - American Depositary Shares","Y",6890,31.14
"GWRS","Global Water Resources, Inc. - common stock","Y",398.71,10.65
"GXGX","GX Acquisition Corp. - Class A Common Stock","Y",362.99,24.45
"GYRO","Gyrodyne , LLC - Common Stock","Y",21.13,0.85
"HA","Hawaiian Holdings, Inc. - Common Stock","Y",1270,47.54
"HAFC","Hanmi Financial Corporation - Common Stock","Y",618.74,30.15
"HAIN","The Hain Celestial Group, Inc. - Common Stock","Y",4220,99.16
"HALL","Hallmark Financial Services, Inc. - Common Stock","Y",72.63,16.86
"HALO","Halozyme Therapeutics, Inc. - Common Stock","Y",6780,130.46
"HAPP","Happiness Biotech Group Limited - Ordinary Shares","Y",44.18,10.13
"HARP","Harpoon Therapeutics, Inc. - Common Stock","Y",629.02,17.45
"HAS","Hasbro, Inc. - Common Stock","Y",13620,126.89
"HAYN","Haynes International, Inc. - Common Stock","Y",369.95,12.4
"HBAN","Huntington Bancshares Incorporated - Common Stock","Y",16150,1010
"HBANN","Huntington Bancshares Incorporated - Depositary Shares each representing a 1/40th interest in a share of 5.875% Series C Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"HBANO","Huntington Bancshares Incorporated - Depositary Shares","Y",NA,NA
"HBCP","Home Bancorp, Inc. - Common Stock","Y",324.6,7.35
"HBIO","Harvard Bioscience, Inc. - Common Stock","Y",265.28,33.99
"HBMD","Howard Bancorp, Inc. - Common Stock","Y",302.13,11.66
"HBNC","Horizon Bancorp, Inc. - Common Stock","Y",807.79,39.12
"HBP","Huttig Building Products, Inc. - Common Stock","Y",114.47,18.94
"HBT","HBT Financial, Inc. - Common Stock","Y",466.12,9.63
"HCAC","Hennessy Capital Acquisition Corp. IV - Class A Common Stock","Y",NA,NA
"HCAP","Harvest Capital Credit Corporation - Common Stock","Y",53.54,NA
"HCAT","Health Catalyst, Inc - Common stock","Y",2300,40.42
"HCCH","HL Acquisitions Corp. - Ordinary Shares","Y",NA,NA
"HCCI","Heritage-Crystal Clean, Inc. - Common Stock","Y",673.9,15.31
"HCCO","Healthcare Merger Corp. - Class A Common Stock","Y",NA,NA
"HCDI","Harbor Custom Development, Inc. - Common Stock","Y",45.85,11.44
"HCKT","The Hackett Group, Inc. - Common Stock","Y",516.73,24.75
"HCM","Hutchison China MediTech Limited - American Depositary Shares","Y",4330,68
"HCSG","Healthcare Services Group, Inc. - Common Stock","Y",2120,73.88
"HDS","HD Supply Holdings, Inc. - Common Stock","Y",NA,NA
"HDSN","Hudson Technologies, Inc. - Common Stock","Y",85.36,33.89
"HEAR","Turtle Beach Corporation - Common Stock","Y",407.31,14.44
"HEBT","Hebron Technology Co., Ltd. - Class A Common Shares","Y",NA,NA
"HEC","Hudson Executive Investment Corp. - Class A Common Stock","Y",410.69,41.3
"HEES","H&E Equipment Services, Inc. - Common Stock","Y",1350,31.83
"HELE","Helen of Troy Limited - Common Stock","Y",5400,24.22
"HEPA","Hepion Pharmaceuticals, Inc. - Common Stock","Y",128.81,62.62
"HFBL","Home Federal Bancorp, Inc. of Louisiana - Common Stock","Y",51.27,1.11
"HFFG","HF Foods Group Inc. - Common Stock","Y",365.6,37.43
"HFWA","Heritage Financial Corporation - Common Stock","Y",1010,35.34
"HGBL","Heritage Global Inc. - Common Stock","Y",107.07,24.66
"HGEN","Humanigen, Inc. - Common Stock","Y",784.79,30.82
"HGSH","China HGS Real Estate, Inc. - Common Stock","Y",51.48,6.79
"HHR","HeadHunter Group PLC - American Depositary Shares","Y",1800,16.3
"HIBB","Hibbett Sports, Inc. - Common Stock","Y",1110,16
"HIFS","Hingham Institution for Savings - Common Stock","Y",622.71,1.93
"HIHO","Highway Holdings Limited - Common Stock","Y",14.15,2.02
"HIMX","Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.","Y",2080,148.7
"HJLI","Hancock Jaffe Laboratories, Inc. - Common Stock","Y",49.37,6.47
"HLG","Hailiang Education Group Inc. - American Depositary Shares","Y",1350,1.61
"HLIO","Helios Technologies, Inc. - Common Stock","Y",2280,29.18
"HLIT","Harmonic Inc. - Common Stock","Y",818.71,94.21
"HLNE","Hamilton Lane Incorporated - Class A Common Stock","Y",4780,29.56
"HLXA","Helix Acquisition Corp. - Class A Ordinary Shares","Y",149.68,8.62
"HMHC","Houghton Mifflin Harcourt Company - Common Stock","Y",986.64,124.85
"HMNF","HMN Financial, Inc. - Common Stock","Y",97.78,3.95
"HMST","HomeStreet, Inc. - Common Stock","Y",933.33,21.16
"HMSY","HMS Holdings Corp - Common Stock","Y",NA,NA
"HMTV","Hemisphere Media Group, Inc. - Class A Common Stock","Y",503.74,17.06
"HNNA","Hennessy Advisors, Inc. - Common Stock","Y",67.04,3.8
"HNRG","Hallador Energy Company - Common Stock","Y",60.91,22.73
"HOFT","Hooker Furniture Corporation - Common Stock","Y",408.42,11.57
"HOFV","Hall of Fame Resort &amp; Entertainment Company - Common Stock","Y",302.18,45.46
"HOL","Holicity Inc. - Class A Common Stock","Y",380.24,22.5
"HOLI","Hollysys Automation Technologies, Ltd. - Common Stock","Y",780.71,54.81
"HOLX","Hologic, Inc. - Common Stock","Y",19580,255.98
"HOMB","Home BancShares, Inc. - common stock","Y",4470,151.65
"HONE","HarborOne Bancorp, Inc. - Common Stock","Y",842.7,52.1
"HOOK","HOOKIPA Pharma Inc. - Common Stock","Y",360.6,25.35
"HOPE","Hope Bancorp, Inc. - Common Stock","Y",1890,117.09
"HOTH","Hoth Therapeutics, Inc. - Common Stock","Y",34.56,6.7
"HOVNP","Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock","Y",NA,NA
"HPK","HighPeak Energy, Inc. - Common Stock","Y",NA,NA
"HQI","HireQuest, Inc. - Common Stock","Y",268.43,4.94
"HQY","HealthEquity, Inc. - Common Stock","Y",5790,75.38
"HRMY","Harmony Biosciences Holdings, Inc. - Common Stock","Y",1550,46.16
"HROW","Harrow Health, Inc. - Common Stock","Y",208.93,23.81
"HRTX","Heron Therapeutics, Inc.   - Common Stock","Y",1560,90.59
"HRZN","Horizon Technology Finance Corporation - Common Stock","Y",306.9,NA
"HSAQ","Health Sciences Acquisitions Corporation 2 - Ordinary Shares","Y",217.96,15.99
"HSDT","Helius Medical Technologies, Inc. - Class A Common Stock","Y",40.48,NA
"HSIC","Henry Schein, Inc. - Common Stock","Y",10010,140.81
"HSII","Heidrick & Struggles International, Inc. - Common Stock","Y",716.53,19.16
"HSKA","Heska Corporation - Common Stock","Y",1800,8.85
"HSON","Hudson Global, Inc. - Common Stock","Y",44.82,2.53
"HSTM","HealthStream, Inc. - Common Stock","Y",711.14,25.22
"HSTO","Histogen Inc. - Common Stock","Y",36.07,30.29
"HTBI","HomeTrust Bancshares, Inc. - Common Stock","Y",426.62,15.08
"HTBK","Heritage Commerce Corp - Common Stock","Y",716.69,57.42
"HTBX","Heat Biologics, Inc. - Common Stock","Y",163.31,21.78
"HTGM","HTG Molecular Diagnostics, Inc. - Common Stock","Y",27.48,4.5
"HTHT","Huazhu Group Limited - American Depositary Shares, each representing one Ordinary Share","Y",17970,308.47
"HTIA","Healthcare Trust, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock","Y",NA,NA
"HTLD","Heartland Express, Inc. - Common Stock","Y",1560,47.72
"HTLF","Heartland Financial USA, Inc. - Common Stock","Y",2090,34.5
"HTLFP","Heartland Financial USA, Inc. - Depositary Shares, each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E","Y",NA,NA
"HUBG","Hub Group, Inc. - Class A Common Stock","Y",2350,32.42
"HUGE","FSD Pharma Inc. - Class B Subordinate Voting Shares","Y",56.54,30.62
"HUIZ","Huize Holding Limited - American Depositary Shares","Y",387.81,26.17
"HURC","Hurco Companies, Inc. - Common Stock","Y",226.77,6.34
"HURN","Huron Consulting Group Inc. - Common Stock","Y",1270,20.9
"HUSN","Hudson Capital Inc. - Ordinary Shares","Y",14.51,3.9
"HVBC","HV Bancorp, Inc. - Common Stock","Y",NA,NA
"HWBK","Hawthorn Bancshares, Inc. - Common Stock","Y",134.36,6.09
"HWC","Hancock Whitney Corporation - Common Stock","Y",3790,85.54
"HWCC","Houston Wire & Cable Company - Common Stock","Y",89.02,15.29
"HWCPZ","Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060","Y",NA,NA
"HWKN","Hawkins, Inc. - Common Stock","Y",697.42,9.59
"HX","Hexindai Inc. - American Depositary Shares","Y",24.02,5.27
"HYAC","Haymaker Acquisition Corp. II - Class A Common Stock","Y",NA,NA
"HYMC","Hycroft Mining Holding Corporation - Class A Common Stock","Y",240.8,59.68
"HYRE","HyreCar Inc. - Common Stock","Y",235.64,16.96
"HZNP","Horizon Therapeutics Public Limited Company - Ordinary Shares","Y",20280,217.89
"IAC","IAC/InterActiveCorp - Common Stock","Y",21920,75.35
"IART","Integra LifeSciences Holdings Corporation - Common Stock","Y",6040,71.65
"IBCP","Independent Bank Corporation - Common Stock","Y",508.18,20.97
"IBEX","IBEX Limited - Common Share","Y",391.3,5.61
"IBKR","Interactive Brokers Group, Inc. - Class A Common Stock","Y",32290,80.06
"IBOC","International Bancshares Corporation - Common Stock","Y",2920,53.24
"IBTX","Independent Bank Group, Inc - Common Stock","Y",3170,36.62
"ICAD","icad inc. - Common Stock","Y",456.54,21.11
"ICBK","County Bancorp, Inc. - Common Stock","Y",145.91,4.75
"ICCC","ImmuCell Corporation - Common Stock","Y",63.33,5.13
"ICCH","ICC Holdings, Inc. - Common Stock","Y",NA,NA
"ICFI","ICF International, Inc. - Common Stock","Y",1720,18.07
"ICHR","Ichor Holdings - Ordinary Shares","Y",1610,27.9
"ICLK","iClick Interactive Asia Group Limited - American Depositary Shares","Y",1060,68.46
"ICLR","ICON plc - Ordinary Shares","Y",10790,51.97
"ICMB","Investcorp Credit Management BDC, Inc. - Common Stock","Y",78.9,NA
"ICON","Iconix Brand Group, Inc. - Common Stock","Y",28.62,12.62
"ICPT","Intercept Pharmaceuticals, Inc. - Common Stock","Y",675.56,27.64
"ICUI","ICU Medical, Inc. - Common Stock","Y",4400,19.61
"IDCC","InterDigital, Inc. - Common Stock","Y",2260,30.51
"IDEX","Ideanomics, Inc. - Common Stock","Y",1040,366.38
"IDN","Intellicheck, Inc. - Common Stock","Y",151.37,17.3
"IDRA","Idera Pharmaceuticals, Inc. - Common Stock","Y",42.28,25.52
"IDXG","Interpace Biosciences, Inc. - Common Stock","Y",NA,NA
"IDXX","IDEXX Laboratories, Inc. - Common Stock","Y",44710,84.53
"IDYA","IDEAYA Biosciences, Inc. - Common Stock","Y",595.88,25.1
"IEA","Infrastructure and Energy Alternatives, Inc. - Common Stock","Y",263.14,20.55
"IEC","IEC Electronics Corp. - Common Stock","Y",123.87,9.33
"IEP","Icahn Enterprises L.P. - Depositary units","Y",13740,231.64
"IESC","IES Holdings, Inc. - Common Stock","Y",1010,20.29
"IFMK","iFresh Inc. - Common Stock","Y",53.1,3.78
"IFRX","InflaRx N.V. - Common Stock","Y",158.62,19.45
"IGIC","International General Insurance Holdings Ltd. - Ordinary Shares","Y",368.45,24.36
"IGMS","IGM Biosciences, Inc. - Common Stock","Y",1960,14.44
"IHRT","iHeartMedia, Inc. - Class A Common Stock","Y",2710,52.42
"III","Information Services Group, Inc. - Common Stock","Y",211.43,32.13
"IIIN","Insteel Industries, Inc. - Common Stock","Y",599.72,18.4
"IIIV","i3 Verticals, Inc. - Common Stock","Y",1050,21.12
"IIN","IntriCon Corporation - Common Stock","Y",225.04,8.25
"IIVI","II-VI Incorporated - Common Stock","Y",8090,100.69
"IIVIP","II-VI Incorporated - 6.00% Series A Mandatory Convertible Preferred Stock","Y",NA,NA
"IKNX","Ikonics Corporation - Common Stock","Y",18.9,0.6
"ILMN","Illumina, Inc. - Common Stock","Y",59410,145.63
"ILPT","Industrial Logistics Properties Trust - Common Shares of Beneficial Interest","Y",1620,64.38
"IMAB","I-MAB - American Depositary Shares","Y",4190,23.94
"IMAC","IMAC Holdings, Inc. - Common Stock","Y",38.81,8.2
"IMBI","iMedia Brands, Inc. - Class A Common Stock","Y",124.02,10.1
"IMGN","ImmunoGen, Inc. - Common Stock","Y",1480,169.84
"IMKTA","Ingles Markets, Incorporated - Class A Common Stock","Y",1250,14.17
"IMMP","Immutep Limited - American Depositary Shares","Y",213.43,61.48
"IMMR","Immersion Corporation - Common Stock","Y",264.94,26.32
"IMNM","Immunome, Inc. - Common Stock","Y",320.17,7.07
"IMOS","ChipMOS TECHNOLOGIES INC. - American Depositary Shares","Y",1150,32.1
"IMRA","IMARA Inc. - Common Stock","Y",130.24,14.95
"IMRN","Immuron Limited - American Depositary Shares","Y",30.31,5.24
"IMTE","Integrated Media Technology Limited - Ordinary Shares","Y",36.82,1.46
"IMTX","Immatics N.V. - Ordinary Shares","Y",799.03,38.35
"IMUX","Immunic, Inc.  - Common Stock","Y",309.12,14.93
"IMV","IMV Inc. - Common Shares","Y",181.47,62.05
"IMVT","Immunovant, Inc.  - Common Stock","Y",1540,38.77
"IMXI","International Money Express, Inc. - Common Stock","Y",566.35,30.21
"INBK","First Internet Bancorp - Common Stock","Y",332.3,9.18
"INBKL","First Internet Bancorp - 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026","Y",NA,NA
"INBKZ","First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029","Y",NA,NA
"INBX","Inhibrx, Inc. - Common Stock","Y",811.64,22.29
